Month,Mean_tem,Max_tem,Min_tem,Rain
January,22,29,15,0.0 mm 
February,24,31,16,0.0 mm 
March,26,34,19,0.1 mm
April,28,35,21,0.2 mm
May,27,33,23,1.0 mm
June,25,28,23,13.2 mm
July ,23,25,22,22.0 mm
August ,23,25,22,17.9 mm
September ,24,27,22,10.7 mm
October,25,30,20,4.3 mm
November,24,30,18,1.1 mm
December,22,29,16,0.2 mm
