Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,30,18,0.2 mm
February,27,33,20,0.0 mm
March,30,36,23,0.3 mm
April,33,39,26,0.5 mm
May,33,39,27,1.0 mm
June,28,32,24,6.5 mm
July ,26,30,23,7.5 mm
August ,25,29,22,6.6 mm 
September ,26,30,22,5.9 mm
October,26,31,21,3.5 mm
November,25,31,20,0.7 mm 
December,24,30,18,0.2 mm
