Month,Mean_tem,Max_tem,Min_tem,Rain
 January,5,12,-1,2.6 mm 
 February,6,12,0,4.4 mm 
 March,10,16,3,3.5 mm 
 April,16,22,8,3.9 mm 
 May,19,25,11,2.3 mm 
 June,21,25,15,4.4 mm 
 July,20,24,17,10.9 mm 
 August,20,23,17,11.6 mm 
 September,18,23,14,4.0 mm 
 October,14,20,8,1.1 mm 
 November,10,17,4,0.7 mm 
 December,6,13,0,0.8 mm 
