Month,Mean_tem,Max_tem,Min_tem,Rain
January,13,20,6,0.5 mm
February,16,23,9,0.9 mm
March,22,29,14,0.6 mm
April,29,36,20,0.5 mm
May,33,40,25,0.6 mm
June,34,40,28,1.7 mm
July,33,37,28,3.6 mm
August,32,36,28,3.4 mm
September,30,35,25,2 mm
October,26,33,19,0.4 mm
November,20,28,13,0.1 mm
December,15,22,8,0.2 mm
