Month,Mean_tem,Max_tem,Min_tem,Rain
January,19,26,12,0.2 mm
February,22,29,15,0.2 mm
March,26,34,19,0.2 mm
April,31,38,24,0.1 mm
May,33,39,26,0.4 mm
June,29,34,25,6 mm
July,25,28,23,14 mm
August,24,27,22,12.1 mm
September,25,29,22,5.7 mm
October,25,31,20,1.1 mm
November,23,29,17,0.4 mm
December,20,26,14,0.3 mm
