Month,Mean_tem,Max_tem,Min_tem,Rain
 January,22,28,16,0.2 mm 
 February,25,32,18,0.1 mm 
 March,27,34,21,0.3 mm 
 April,30,36,24,0.7 mm 
 May,32,38,26,1.5 mm 
 June,29,34,26,3.5 mm 
 July,29,34,25,2.9 mm 
 August,28,33,25,4.3 mm 
 September,28,33,24,5.3 mm 
 October,26,31,23,5.8 mm 
 November,24,28,19,3.8 mm 
 December,23,27,18,1.5 mm 
