Month,Mean_tem ,Max_tem,Min_tem,Rain
January,19,24,14,2.0 mm
February,20,26,15,2.1 mm
March,22,28,17,3.5 mm
April,23,28,18,7.6 mm
May,22,28,18,11.9 mm
June,21,26,18,10.1 mm
July,21,25,18,10.4 mm
August,21,25,17,11.7 mm
September,21,26,17,12.4 mm
October,20,24,17,14.7 mm
November,19,23,16,11.6 mm
December,19,23,15,5.8 mm
