Month,Mean_tem,Max_tem,Min_tem,Rain
 January,26,29,23,0.2 mm 
 February,27,31,24,0.2 mm 
 March,28,31,25,0.7 mm 
 April,28,31,26,1.7 mm 
 May,29,31,27,2.6 mm 
 June,27,29,25,2.8 mm 
 July,26,29,25,1.3 mm 
 August,27,29,25,1.1 mm 
 September,27,29,25,1.3 mm 
 October,27,29,25,4.5 mm 
 November,26,29,24,5.0 mm 
 December,26,29,24,1.2 mm 
