Month,Mean_tem,Max_tem,Min_tem,Rain
 January,24,27,20,0.4 mm 
 February,25,29,21,0.2 mm 
 March,27,30,23,0.5 mm 
 April,30,33,26,0.4 mm 
 May,32,35,28,1.5 mm 
 June,31,34,28,1.9 mm 
 July,30,33,27,2.4 mm 
 August,29,32,26,4.0 mm 
 September,29,32,26,4.5 mm 
 October,28,30,25,7.5 mm 
 November,26,29,23,7.6 mm 
 December,25,27,22,3.0 mm 
