Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,24,10,0.1 mm
February,20,27,12,0.2 mm
March,26,33,18,0.1 mm
April,31,38,23,0.1 mm
May,34,40,27,0.2 mm
June,33,39,28,1.1 mm
July,30,34,26,4.8 mm
August,28,32,25,4.1 mm
September,29,34,25,1.7 mm
October,28,35,21,0.3 mm
November,23,30,16,0 mm
December,18,25,11,0 mm
