Month,Mean_tem,Max_tem,Min_tem,Rain
January,13,19,7,0.7 mm
February,16,23,10,1.3 mm
March,22,29,15,1 mm
April,29,36,20,0.8 mm
May,33,40,25,0.8 mm
June,34,39,28,2.3 mm
July,32,36,28,5 mm
August,30,35,27,4.8 mm
September,29,35,25,2.7 mm
October,26,33,20,0.5 mm
November,20,28,14,0.2 mm
December,15,22,8,0.4 mm
