Month,Mean_tem,Max_tem,Min_tem,Rain
January,12,18,6,1.9 mm
February,15,22,9,2.8 mm
March,20,28,14,2.3 mm
April,27,35,19,1.3 mm
May,32,39,24,1.1 mm
June,32,38,26,3.2 mm
July,30,34,26,8.6 mm
August,29,32,25,7.5 mm
September,28,32,23,3.8 mm
October,25,31,18,0.7 mm
November,19,26,13,0.5 mm
December,14,21,8,0.7 mm
