Month,Mean_tem,Max_tem,Min_tem,Rain
January,12,17,7,1.0 mm
February,14,19,9,1.9 mm
March,17,22,12,5.0 mm
April,19,23,15,11.7 mm
May,20,24,17,17.9 mm
June,21,224,19,27.9 mm
July ,22,24,20,28.1 mm
August,22,24,20,22.1 mm
September ,21,24,19,15.4 mm
October ,19,23,16,9.4 mm
November,16,20,12,2.0 mm
December,13,18,9,0.7 mm
