Month,Mean_tem,Max_tem,Min_tem,Rain
January,12,17,8,2.2 mm
February,14,19,9,2.5 mm 
March,17,21,11,3.9 mm
April,19,24,14,6.1 mm
May,20,25,16,9.6 mm
June,22,26,19,13.3 mm
July,22,25,19,14.8 mm
August,22,26,19,12.1 mm
September,21,25,18,9.6 mm
October,19,23,15,6.3 mm
November,16,20,11,2.0 mm
December,13,18,8,1.9 mm
