Month,Mean_tem,Max_tem,Min_tem,Rain
January,0,5,-4,9.5 mm
February,2,6,-2,12.6 mm
March,6,11,2,12.7 mm
April,12,17,6,11 mm
May,16,22,11,7.2 mm
June,20,24,15,4.9 mm
July,21,25,17,17.3 mm
August,21,25,16,16.2 mm
September,18,23,14,6.7 mm
October,14,19,8,3.6 mm
November,8,14,3,4.3 mm
December,3,9,-2,6.1 mm
