Month,Mean_tem,Max_tem,Min_tem,Rain
January,-3,3,-9,6 mm
February,-1,3,-6,8.5 mm
March,3,9,-3,7.6 mm
April,8,15,1,6.3 mm
May,13,19,5,4.6 mm
June,16,21,9,3.7 mm
July,18,22,13,5.8 mm
August,17,21,13,5 mm
September,15,20,8,2.8 mm
October,10,16,2,1.6 mm
November,4,12,-3,2.5 mm
December,-1,6,-7,4.1 mm
