Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,22,12,0.6 mm
February,20,25,15,1.0 mm
March,24,29,18,3.0 mm
April,24,29,21,12.3 mm
May,25,29,22,18.7 mm
June,26,29,24,17.6 mm
July,26,29,24,14.9 mm
August,26,29,24,12.8 mm
September,26,29,23,10.9 mm
October,24,28,21,6.6 mm
November,21,26,17,1.1 mm
December  ,18,23,14,0.4 mm
