Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,29,17,0.5 mm
February,26,32,19,0.3 mm
March,29,35,22,0.5 mm
April,32,38,26,0.7 mm
May,34,39,28,1.1 mm
June,30,34,27,6.1 mm
July,27,30,25,10.2 mm
August,27,30,24,9.5 mm
September,27,30,24,6.4 mm
October,26,30,22,3.8 mm
November,24,29,19,0.9 mm
December,22,28,17,0.3 mm
