Month,Mean_tem,Max_tem,Min_tem,Rain
 January,22,25,19,0.0 mm 
 February,23,26,20,0.0 mm 
 March,25,29,23,0.0 mm 
 April,28,30,26,0.0 mm 
 May,29,31,28,0.1 mm 
 June,30,32,29,2.3 mm 
 July,29,30,28,6.4 mm 
 August,28,29,27,4.1 mm 
 September,28,29,27,3.2 mm 
 October,29,32,27,0.7 mm 
 November,27,30,24,0.1 mm 
 December,23,26,20,0.0 mm 
