Month,Mean_tem,Max_tem,Min_tem,Rain
 January,21,28,14,0.0 mm 
 February,22,30,15,0.0 mm 
 March,25,34,18,0.0 mm 
 April,29,37,22,0.1 mm 
 May,30,37,25,0.1 mm 
 June,29,33,26,4.2 mm 
 July,27,30,25,5.9 mm 
 August,26,28,25,3.8 mm 
 September,26,30,23,2.7 mm 
 October,27,33,22,0.5 mm 
 November,25,32,19,0.2 mm 
 December,21,28,15,0.0 mm 
