Month,Mean_tem,Max_tem,Min_tem,Rain
January,18,24,11,0.5 mm
February,22,28,15,0.9 mm
March,26,33,19,0.9 mm
April,30,37,24,1.5 mm
May,31,36,26,4.6 mm
June,30,34,27,10 mm
July,28,31,26,11.8 mm
August,28,31,25,10.6 mm
September,27,31,25,9.3 mm
October,26,30,22,3.9 mm
November,22,28,17,0.4 mm
December,19,25,13,0.4 mm
