Month,Mean_tem,Max_tem,Min_tem,Rain
January,12,15,8,3.1 mm
February,13,17,9,3.2 mm
March,16,21,11,2.4 mm
April,19,24,14,2.9 mm
May,21,25,17,7.4 mm
June,22,25,20,20.4 mm
July,22,24,20,33.9 mm
August,22,25,20,24.3 mm
September,21,24,19,14.2 mm
October,19,23,15,4.5 mm
November,16,20,12,1.9 mm
December,13,17,9,2.1 mm
