Month,Mean_tem,Max_tem,Min_tem,Rain
January,-7,-2,-12,4.8 mm
February,-6,-1,-11,6.5 mm
March,-3,3,-8,6 mm
April,2,7,-4,5 mm
May,5,10,0,4.3 mm
June,9,13,4,6.6 mm
July,11,14,8,14 mm
August,11,14,9,12.3 mm
September,8,12,5,7.2 mm
October,3,8,-2,1.9 mm
November,0,5,-6,1.2 mm
December,-4,2,-10,2.2 mm
