Month,Mean_tem,Max_tem,Min_tem,Rain
January,-13,-8,-20,3.9 mm
February,-12,-7,-18,5.4 mm
March,-9,-3,-15,4.7 mm
April,-4,1,-11,3.4 mm
May,0,5,-7,3.3 mm
June,5,9,0,6.1 mm
July,8,11,5,12.8 mm
August,8,10,5,11.7 mm
September,4,8,0,6.1 mm
October,-2,3,-8,1.5 mm
November,-6,0,-12,0.9 mm
December,-10,-4,-16,1.7 mm
