Month,Mean_tem,Max_tem,Min_tem,Rain
January,26,31,21,0.0 mm
February,26,31,22,0.0 mm
March,27,32,24,0.3 mm
April,28,32,25,0.6 mm
May,28,31,26,5.0 mm
June,26,27,24,30.2 mm
July,25,26,24,34.3 mm
August,25,26,24,23.1 mm
September,25,27,24,10.1 mm
October,26,29,24,6.1 mm
November,27,31,23,1.5 mm
December,26,32,22,0.4 mm
