Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,30,17,0.4 mm
February,26,32,19,0.1 mm
March,29,36,23,0.4 mm
April,32,38,26,0.6 mm
May,33,39,27,1.3 mm
June,28,33,24,6.5 mm
July,26,30,23,6.8 mm
August,25,29,23,6.7 mm
September,26,29,22,5.8 mm
October,25,30,21,3.7 mm
November,24,30,19,0.7 mm
December,23,30,17,0.2 mm
