Month,Mean_tem,Max_tem,Min_tem,Rain
January,-1,6,-6,4.6 mm
February,1,7,-4,6.3 mm
March,5,12,-1,5.7 mm
April,11,17,3,4.8 mm
May,15,21,6,3.2 mm
June,18,24,11,2.9 mm
July,20,24,15,6.1 mm
August,20,24,15,5.4 mm
September,18,23,11,2.6 mm
October,12,19,4,1.2 mm
November,6,14,-1,1.9 mm
December,2,9,-4,3 mm
