Month,Mean_tem,Max_tem,Min_tem,Rain
January,22,28,16,0.2 mm
February,25,31,18,0.1 mm
March,28,34,21,0.4 mm
April,30,37,24,0.7 mm
May,32,38,26,1.1 mm
June,28,32,24,4.5 mm
July,25,29,23,6.9 mm
August,25,28,22,7 mm
September,25,28,22,5.4 mm
October,24,29,20,3.9 mm
November,23,28,18,0.8 mm
December,22,28,16,0.2 mm
