Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,30,19,0.2 mm
February,26,33,21,0.4 mm
March,29,36,23,0.4 mm
April,31,38,26,0.6 mm
May,34,39,29,2.1 mm
June,31,36,28,5.6 mm
July,29,33,26,6.8 mm
August,28,32,26,7 mm
September,28,32,25,7 mm
October,27,31,24,5.3 mm
November,26,30,21,2.3 mm
December,24,29,19,0.6 mm
