Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,27,20,0.5 mm
February,25,29,21,0.6 mm
March,28,32,24,0.5 mm
April,30,34,26,0.6 mm
May,32,36,28,2.4 mm
June,30,34,28,6.3 mm
July,29,31,26,8.7 mm
August,28,31,26,8.6 mm
September,28,31,26,8.7 mm
October,27,30,25,7.6 mm
November,26,29,23,3.3 mm
December,24,27,21,0.8 mm
