Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,31,18,0.2 mm
February,27,34,20,0.2 mm
March,30,37,23,0.3 mm
April,32,38,26,0.6 mm
May,32,38,26,1.9 mm
June,28,33,25,2.8 mm
July,27,32,24,3.2 mm
August,27,31,23,3.7 mm
September,27,31,23,4 mm
October,26,31,22,4.6 mm
November,25,30,20,1.7 mm
December,24,30,18,0.4 mm
