Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,30,17,0.1 mm
February,26,33,19,0.1 mm
March,29,36,22,0.4 mm
April,31,37,24,0.6 mm
May,30,36,25,2.1 mm
June,27,32,24,2.8 mm
July,26,30,23,2.9 mm
August,26,30,22,3.5 mm
September,26,30,22,3.8 mm
October,25,30,21,5 mm
November,24,28,19,2.1 mm
December,22,28,17,0.6 mm
