Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,30,19,0.3 mm
February,26,33,21,0.4 mm
March,29,35,23,0.4 mm
April,31,37,26,0.6 mm
May,33,39,28,2.1 mm
June,31,36,28,5.3 mm
July,29,33,26,6.2 mm
August,28,32,26,6.6 mm
September,28,32,25,6.9 mm
October,27,31,24,5.7 mm
November,25,30,21,2.8 mm
December,24,29,19,0.7 mm
