Month,Mean_tem,Max_tem,Min_tem,Rain
January,22,28,16,0.4 mm
February,24,31,18,0.3 mm
March,27,34,20,0.5 mm
April,30,36,24,0.8 mm
May,31,37,26,2.4 mm
June,29,34,25,3.3 mm
July,28,33,25,3.3 mm
August,28,32,24,3.8 mm
September,27,32,24,4.8 mm
October,26,30,22,6 mm
November,24,28,19,4.2 mm
December,22,27,17,2 mm
