Month,Mean_tem,Max_tem,Min_tem,Rain
January,11,16,5,1.1 mm
February,13,19,7,1.9 mm
March,16,21,9,4.0 mm
April ,18,23,13,7.4 mm
May,20,24,16,12.3 mm
June,21,25,19,19.3 mm
July,22,25,19,21.7 mm
August,22,25,19,20.2 mm
September,21,24,19,15.2 mm
October ,18,22,15,8.2 mm
November ,15,20,10,2.0 mm
December,12,17,6,0.9 mm
