Month,Mean_tem,Max_tem,Min_tem,Rain
January,7,13,1,2.2 mm
February,8,14,3,3.3 mm
March,12,18,6,2.8 mm
April,16,22,10,2.4 mm
May,19,25,13,3.2 mm
June,20,25,16,9.3 mm
July,20,23,18,20.6 mm
August,20,23,17,17.2 mm
September,18,22,15,9.2 mm
October,15,20,10,1.5 mm
November,12,18,7,0.4 mm
December,9,15,3,1 mm
