Month,Mean_tem,Max_tem,Min_tem,Rain
January,13,19,6,1.6 mm
February,16,23,9,2.6 mm
March,21,28,13,1.6 mm
April,27,35,18,1.1 mm
May,31,37,22,1.4 mm
June,31,36,25,5.2 mm
July,28,32,25,14.8 mm
August,27,31,25,13.6 mm
September,26,30,22,6.4 mm
October,23,29,16,0.6 mm
November,18,26,12,0.2 mm
December,14,21,8,0.7 mm
