Month,Mean_tem,Max_tem,Min_tem,Rain
January,9,15,4,1.8 mm
February,11,17,6,2.6 mm
March,15,21,9,2 mm
April,20,26,13,1.5 mm
May,22,28,16,2.3 mm
June,23,27,18,10 mm
July,22,25,20,22 mm
August,21,24,19,19.3 mm
September,20,24,17,10.5 mm
October,17,22,12,1.9 mm
November,14,20,9,0.3 mm
December,11,17,6,0.8 mm
