Month,Mean_tem,Max_tem,Min_tem,Rain
January,22,29,16,0.3 mm
February,25,31,18,0.1 mm
March,28,35,21,0.4 mm
April,31,37,24,0.7 mm
May,32,38,27,1.1 mm
June,28,32,24,4 mm
July,26,29,23,6.3 mm
August,25,28,22,6.4 mm
September,25,29,22,5.1 mm
October,25,29,21,3.9 mm
November,23,29,18,1 mm
December,22,28,16,0.2 mm
