Month,Mean_tem,Max_tem,Min_tem,Rain
 January,-1,6,-7,4.6 mm 
 February,1,6,-6,6.2 mm 
 March,4,10,-4,4.0 mm 
 April,10,17,1,3.5 mm 
 May,13,21,4,3.6 mm 
 June,16,21,9,6.2 mm 
 July,17,21,14,16.5 mm 
 August,17,20,15,18.7 mm 
 September,15,19,10,5.6 mm 
 October,9,16,1,1.6 mm 
 November,5,13,-2,1.0 mm 
 December,1,8,-6,1.5 mm 
