Month,Mean_tem,Max_tem,Min_tem,Rain
 January,7,11,3,2.7 mm 
 February,8,12,4,4.1 mm 
 March,12,17,7,2.7 mm 
 April,18,24,12,1.5 mm 
 May,22,27,15,1.2 mm 
 June,24,27,19,2.1 mm 
 July,22,25,20,10.0 mm 
 August,22,24,19,7.6 mm 
 September,20,23,17,3.1 mm 
 October,17,21,12,0.7 mm 
 November,13,17,9,0.5 mm 
 December,8,13,5,1.3 mm 
