Month,Mean_tem,Max_tem,Min_tem,Rain
 January,-10,-7,-12,3.7 mm 
 February,-10,-6,-13,5.0 mm 
 March,-7,-3,-11,4.0 mm 
 April,-3,2,-8,2.2 mm 
 May,1,5,-3,1.8 mm 
 June,5,9,1,3.0 mm 
 July,8,11,6,7.4 mm 
 August,8,11,6,6.9 mm 
 September,5,9,2,4.1 mm 
 October,-1,4,-6,0.8 mm 
 November,-4,0,-9,1.0 mm 
 December,-8,-4,-12,1.7 mm 
