Month,Mean_tem,Max_tem,Min_tem,Rain
January,26,30,22,0.2 mm
February,27,31,23,0.1 mm
March,28,31,25,0.7 mm
April,29,32,26,2.2 mm
May,28,31,26,8.6 mm
June,26,28,25,27.7 mm
July,25,27,24,27.8 mm
August,25,27,24,19.1 mm
September,26,28,24,9.6 mm
October,26,29,24,9.1 mm
November,27,30,24,3.1 mm
December,27,30,23,0.7 mm
