Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,29,17,0.2 mm
February,25,32,18,0.2 mm
March,27,34,20,0.7 mm
April,28,34,22,2.1 mm
May,26,32,22,4.4 mm
June,24,28,21,5.7 mm
July,23,27,21,6.4 mm
August,23,27,21,6 mm
September,23,28,20,4.6 mm
October,23,28,20,6.2 mm
November,22,27,18,3.1 mm
December,22,28,17,1 mm
