Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,28,15,0.3 mm
February,23,30,16,0.4 mm
March,25,32,19,0.9 mm
April,26,32,21,2.8 mm
May,24,30,21,5.5 mm
June,22,25,20,10.2 mm
July,21,24,20,12.6 mm
August,21,24,19,9.6 mm
September,22,25,19,6.5 mm
October,22,26,18,7.6 mm
November,21,26,17,2.9 mm
December,20,26,15,0.7 mm
