Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,29,16,0 mm
February,25,32,18,0 mm
March,27,34,20,0.3 mm
April,28,35,22,0.9 mm
May,27,34,22,2.1 mm
June,24,27,22,6.7 mm
July,23,25,21,7.6 mm
August,22,26,21,5.9 mm
September,23,27,20,4.9 mm
October,24,28,20,4.2 mm
November,23,29,18,1.2 mm
December,22,29,16,0.2 mm
