Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,30,16,0 mm
February,25,32,18,0 mm
March,27,34,20,0.3 mm
April,28,36,22,1.1 mm
May,27,34,22,2.5 mm
June,24,28,22,6.7 mm
July,23,26,21,7.5 mm
August,23,26,21,6 mm
September,23,27,21,5 mm
October,24,28,20,4.6 mm
November,23,29,18,1.3 mm
December,23,29,17,0.2 mm
