Month,Mean_tem,Max_tem,Min_tem,Rain
January,18,24,11,0.4 mm
February,21,28,14,0.7 mm
March,26,34,18,0.4 mm
April,32,39,23,0.2 mm
May,34,41,27,0.2 mm
June,31,36,27,7 mm
July,26,29,24,15.6 mm
August,26,29,24,14.1 mm
September,26,30,23,7.1 mm
October,25,31,20,1.3 mm
November,22,29,16,0.2 mm
December,18,25,12,0.3 mm
