Month,Mean_tem,Max_tem,Min_tem,Rain
 January,13,20,8,0.9 mm
 February,17,24,10,1.2 mm
 March,23,30,15,0.8 mm
 April,29,37,21,0.5 mm
 May,33,40,26,0.7 mm
 June,33,39,28,2.8 mm
 July,30,34,27,7.8 mm
 August,29,33,26,7.1 mm
 September,28,33,24,3.5 mm
 October,26,32,19,0.6 mm
 November,21,28,14,0.2 mm
 December,15,22,9,0.3 mm
