Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,27,15,0.5 mm
February,25,31,19,0.8 mm
March,28,35,23,1.2 mm
April,31,37,26,1.5 mm
May,32,38,28,2.9 mm
June,30,34,27,10.3 mm
July,28,31,26,15.9 mm
August,28,31,26,15 mm
September,28,31,25,10.8 mm
October,27,30,23,5.5 mm
November,24,29,19,1.4 mm
December,21,27,16,0.6 mm
