Month,Mean_tem,Max_tem,Min_tem,Rain
January,22,27,17,0.4 mm
February,25,30,20,0.6 mm
March,28,33,24,0.7 mm
April,30,34,27,0.6 mm
May,31,35,28,1.9 mm
June,30,33,28,8.4 mm
July,28,30,27,13.9 mm
August,28,30,26,13.2 mm
September,28,30,26,10.4 mm
October,27,30,24,7.3 mm
November,25,29,20,2.4 mm
December,22,27,17,0.7 mm
