Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,28,14,0.6 mm
February,25,32,18,0.4 mm
March,29,36,22,0.5 mm
April,33,40,26,0.6 mm
May,35,41,29,1.6 mm
June,31,36,27,10 mm
July,27,30,25,17.9 mm
August,27,30,25,16.2 mm
September,27,31,24,10.1 mm
October,26,31,22,2.8 mm
November,24,30,18,0.6 mm
December,21,28,15,0.4 mm
