Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,27,15,0.4 mm
February,25,31,19,0.7 mm
March,28,35,23,1 mm
April,30,37,26,1.1 mm
May,31,37,27,2.4 mm
June,30,34,27,9.5 mm
July,28,31,26,15.8 mm
August,28,30,26,14.6 mm
September,27,31,25,10.6 mm
October,26,30,23,5.9 mm
November,24,29,19,1.6 mm
December,21,27,16,0.6 mm
