Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,26,16,0.6 mm
February,24,29,19,0.7 mm
March,27,32,23,0.7 mm
April,30,34,26,0.7 mm
May,31,35,27,2.2 mm
June,30,33,27,6.7 mm
July,28,31,26,11 mm
August,28,30,26,10.4 mm
September,28,30,25,8.1 mm
October,26,29,24,7 mm
November,24,28,20,3.2 mm
December,22,26,17,0.7 mm
