Month,Mean_tem,Max_tem,Min_tem,Rain
 January,18,25,12,0.1 mm 
 February,22,28,15,0.3 mm 
 March,26,32,20,3.6 mm 
 April,28,32,23,8.2 mm 
 May,28,31,24,11.3 mm 
 June,27,30,25,12.5 mm 
 July,27,30,25,7.7 mm 
 August,27,30,25,6.6 mm 
 September,27,30,25,7.2 mm 
 October,26,30,23,4.1 mm 
 November,23,28,18,1.0 mm 
 December,20,25,14,0.2 mm 
