Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,28,14,0.1 mm
February,24,30,17,0.1 mm
March,27,34,20,0.2 mm
April,31,38,23,0.1 mm
May,31,38,24,0.4 mm
June,27,33,23,6.4 mm
July ,25,28,22,7.7 mm
August ,24,27,22,6.8 mm
September ,24,28,21,5.7 mm
October,24,29,19,2.3 mm
November,23,29,17,0.6 mm
December,21,28,15,0.2 mm
