Month,Mean_tem,Max_tem,Min_tem,Rain
January,20,27,14,0.0 mm
February,21,28,15,0.0mm
March,24,31,17,0.2 mm
April,25,33,19,0.6 mm
May,25,32,20,1.9 mm
June,22,25,20,17.2 mm
July,20,23,19,28.1 mm
August,20,23,19,22.0 mm
September,21,24,19,11.0 mm
October,22,26,18,4.6 mm
November,21,27,16,1.3 mm
December,20,26,14,0.2 mm
