Month ,Mean_tem,Max_tem,Min_tem,Rain
January,24,29,19,0.0 mm
February,25,30,20,0.0 mm
March,27,32,22,0.0 mm
April,28,33,24,0.0 mm
May,29,32,26,1.1 mm
June,27,29,26,19.2 mm
July,26,27,25,26.0 mm
August,26,27,24,18.1 mm
September,26,28,24,11.8 mm
October ,27,31,24,2.6 mm
November,27,32,22,0.2 mm
December,25,30,20,0.2 mm
