Month,Mean_tem,Max_tem,Min_tem,Rain
January,18,25,12,0.5 mm
February,22,29,16,0.6 mm
March,27,34,20,0.6 mm
April,31,38,24,1.1 mm
May,32,38,26,3 mm
June,30,34,26,9.6 mm
July,27,31,25,11.7 mm
August,27,30,25,11.1 mm
September,27,30,24,7.7 mm
October,26,30,22,3.2 mm
November,22,28,17,0.4 mm
December,19,25,13,0.4 mm
