Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,21,10,0.7 mm
February,19,26,13,0.8 mm
March,25,31,18,0.6 mm
April,30,37,22,0.5 mm
May,31,37,25,1.7 mm
June,30,34,26,7.1 mm
July,27,30,25,11.3 mm
August,26,30,24,9.8 mm
September,26,29,23,7.4 mm
October,24,28,20,2.8 mm
November,20,26,15,0.4 mm
December,17,22,11,0.3 mm
