Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,27,15,0.2 mm
February,23,30,16,0.3 mm
March,25,32,19,0.6 mm
April,27,33,21,1.8 mm
May,26,31,21,5.2 mm
June,23,28,20,5 mm
July,22,26,20,5.3 mm
August,22,26,19,5.4 mm
September,22,27,19,4.9 mm
October,22,26,18,5.8 mm
November,21,26,17,2.6 mm
December,20,26,15,0.9 mm
