Month,Mean_tem,Max_tem,Min_tem,Rain
January,26,31,21,0.1 mm
February,27,32,22,0.0 mm
March,28,33,24,0.6 mm
April,29,33,26,1.9 mm
May,28,31,26,7.2 mm
June,26,28,24,27.7 mm
July,25,27,24,31.2 mm
August,25,27,23,22.0 mm
September,25,28,24,10.4 mm
October,26,29,24,9.4 mm
November,26,30,23,3.0 mm
December,26,31,22,0.6 mm
