Month,Mean_tem,Max_tem,Min_tem,Rain
January,21,27,14,0.2 mm
February,23,29,16,0.2 mm
March,25,32,19,0.7 mm
April,25,32,20,2.3 mm
May,24,30,20,4.8 mm
June,22,25,20,7.9 mm
July,21,24,19,9.6 mm
August,21,24,19,7.6 mm
September,22,25,19,5.2 mm
October,22,26,18,6.2 mm
November,21,26,16,2.4 mm
December,20,26,15,0.6 mm
