Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,30,17,0.1 mm
February,25,32,18,0.1 mm
March,27,34,21,0.4 mm
April,28,34,22,1.4 mm
May,26,32,22,2.8 mm
June,24,27,22,7.8 mm
July,22,25,21,9.6 mm
August,22,25,21,7.3 mm
September,23,27,20,4.8 mm
October,23,28,20,5 mm
November,23,28,18,1.5 mm
December,23,29,17,0.3 mm
